"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r821eeb7et","http://193.205.194.113/RAISE/NEF/r821eeb7et.NEF","http://193.205.194.113/RAISE/TIFF/r821eeb7et.TIF","9/21/2014 9:12","6/21/2013 7:36","19.8 MB","L (4928 x 3264)","36:52.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/6.3","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rcd212c15t","http://193.205.194.113/RAISE/NEF/rcd212c15t.NEF","http://193.205.194.113/RAISE/TIFF/rcd212c15t.TIF","9/21/2014 9:12","6/21/2013 7:37","21.6 MB","L (4928 x 3264)","37:26.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/6.3","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r5b2d629dt","http://193.205.194.113/RAISE/NEF/r5b2d629dt.NEF","http://193.205.194.113/RAISE/TIFF/r5b2d629dt.TIF","9/21/2014 9:12","6/21/2013 7:41","20.3 MB","L (4928 x 3264)","41:25.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/6.3","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r637875aft","http://193.205.194.113/RAISE/NEF/r637875aft.NEF","http://193.205.194.113/RAISE/TIFF/r637875aft.TIF","9/21/2014 9:12","6/21/2013 7:44","20.6 MB","L (4928 x 3264)","44:41.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","26mm","AF-A","Dynamic","ON","OFF","f/6.3","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r719daeb7t","http://193.205.194.113/RAISE/NEF/r719daeb7t.NEF","http://193.205.194.113/RAISE/TIFF/r719daeb7t.TIF","9/21/2014 9:13","6/21/2013 7:47","19.8 MB","L (4928 x 3264)","47:53.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r77b8a7a7t","http://193.205.194.113/RAISE/NEF/r77b8a7a7t.NEF","http://193.205.194.113/RAISE/TIFF/r77b8a7a7t.TIF","9/21/2014 9:13","6/21/2013 7:49","21.1 MB","L (4928 x 3264)","49:07.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc652b0aet","http://193.205.194.113/RAISE/NEF/rc652b0aet.NEF","http://193.205.194.113/RAISE/TIFF/rc652b0aet.TIF","9/21/2014 9:13","6/21/2013 7:49","19.4 MB","L (4928 x 3264)","49:57.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc34c21e1t","http://193.205.194.113/RAISE/NEF/rc34c21e1t.NEF","http://193.205.194.113/RAISE/TIFF/rc34c21e1t.TIF","9/21/2014 9:13","6/21/2013 7:52","19.5 MB","L (4928 x 3264)","52:40.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","28mm","AF-A","Dynamic","ON","OFF","f/7.1","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r128cc6fbt","http://193.205.194.113/RAISE/NEF/r128cc6fbt.NEF","http://193.205.194.113/RAISE/TIFF/r128cc6fbt.TIF","9/21/2014 9:14","6/21/2013 7:55","18.6 MB","L (4928 x 3264)","55:48.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rfa0644cct","http://193.205.194.113/RAISE/NEF/rfa0644cct.NEF","http://193.205.194.113/RAISE/TIFF/rfa0644cct.TIF","9/21/2014 9:14","6/21/2013 7:56","22.0 MB","L (4928 x 3264)","56:09.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rbaf72a0dt","http://193.205.194.113/RAISE/NEF/rbaf72a0dt.NEF","http://193.205.194.113/RAISE/TIFF/rbaf72a0dt.TIF","9/21/2014 9:14","6/21/2013 7:56","21.2 MB","L (4928 x 3264)","56:11.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r19d47beft","http://193.205.194.113/RAISE/NEF/r19d47beft.NEF","http://193.205.194.113/RAISE/TIFF/r19d47beft.TIF","9/21/2014 9:14","6/21/2013 7:56","19.7 MB","L (4928 x 3264)","56:12.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rb858d7det","http://193.205.194.113/RAISE/NEF/rb858d7det.NEF","http://193.205.194.113/RAISE/TIFF/rb858d7det.TIF","9/21/2014 9:14","6/21/2013 7:57","20.3 MB","L (4928 x 3264)","57:23.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/7.1","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"ra4250dc6t","http://193.205.194.113/RAISE/NEF/ra4250dc6t.NEF","http://193.205.194.113/RAISE/TIFF/ra4250dc6t.TIF","9/21/2014 9:14","6/21/2013 7:57","19.8 MB","L (4928 x 3264)","57:42.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","36mm","AF-A","Dynamic","ON","OFF","f/18","1/80s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r1d4377f7t","http://193.205.194.113/RAISE/NEF/r1d4377f7t.NEF","http://193.205.194.113/RAISE/TIFF/r1d4377f7t.TIF","9/21/2014 9:15","6/21/2013 8:03","18.4 MB","L (4928 x 3264)","03:43.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/11","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r088dcebft","http://193.205.194.113/RAISE/NEF/r088dcebft.NEF","http://193.205.194.113/RAISE/TIFF/r088dcebft.TIF","9/21/2014 9:15","6/21/2013 8:04","20.2 MB","L (4928 x 3264)","04:56.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","62mm","AF-A","Dynamic","ON","OFF","f/11","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r90a27bf2t","http://193.205.194.113/RAISE/NEF/r90a27bf2t.NEF","http://193.205.194.113/RAISE/TIFF/r90a27bf2t.TIF","9/21/2014 9:15","6/21/2013 8:08","20.9 MB","L (4928 x 3264)","08:14.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/11","1/100s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r99c2bb6at","http://193.205.194.113/RAISE/NEF/r99c2bb6at.NEF","http://193.205.194.113/RAISE/TIFF/r99c2bb6at.TIF","9/21/2014 9:16","6/21/2013 8:10","19.6 MB","L (4928 x 3264)","10:45.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/11","1/100s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r457088a6t","http://193.205.194.113/RAISE/NEF/r457088a6t.NEF","http://193.205.194.113/RAISE/TIFF/r457088a6t.TIF","9/21/2014 9:17","6/21/2013 8:22","21.4 MB","L (4928 x 3264)","22:43.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","29mm","AF-A","Dynamic","ON","OFF","f/11","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r63ddcc3ft","http://193.205.194.113/RAISE/NEF/r63ddcc3ft.NEF","http://193.205.194.113/RAISE/TIFF/r63ddcc3ft.TIF","9/21/2014 9:17","6/21/2013 8:37","18.1 MB","L (4928 x 3264)","37:23.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","170mm","AF-A","Dynamic","ON","OFF","f/5.6","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; objects; outdoor"
"reccf9213t","http://193.205.194.113/RAISE/NEF/reccf9213t.NEF","http://193.205.194.113/RAISE/TIFF/reccf9213t.TIF","9/21/2014 9:18","6/21/2013 8:56","19.8 MB","L (4928 x 3264)","56:21.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r53e0b40ft","http://193.205.194.113/RAISE/NEF/r53e0b40ft.NEF","http://193.205.194.113/RAISE/TIFF/r53e0b40ft.TIF","9/21/2014 9:18","6/21/2013 9:00","20.1 MB","L (4928 x 3264)","00:25.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","90mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r038422cft","http://193.205.194.113/RAISE/NEF/r038422cft.NEF","http://193.205.194.113/RAISE/TIFF/r038422cft.TIF","9/21/2014 9:18","6/21/2013 9:00","21.6 MB","L (4928 x 3264)","00:42.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r0eea5a7et","http://193.205.194.113/RAISE/NEF/r0eea5a7et.NEF","http://193.205.194.113/RAISE/TIFF/r0eea5a7et.TIF","9/21/2014 9:19","6/21/2013 9:00","20.4 MB","L (4928 x 3264)","00:49.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rf30b0193t","http://193.205.194.113/RAISE/NEF/rf30b0193t.NEF","http://193.205.194.113/RAISE/TIFF/rf30b0193t.TIF","9/21/2014 9:20","6/21/2013 9:04","20.0 MB","L (4928 x 3264)","04:26.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r929cca7bt","http://193.205.194.113/RAISE/NEF/r929cca7bt.NEF","http://193.205.194.113/RAISE/TIFF/r929cca7bt.TIF","9/21/2014 9:20","6/21/2013 9:05","20.0 MB","L (4928 x 3264)","05:19.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"ra23b4189t","http://193.205.194.113/RAISE/NEF/ra23b4189t.NEF","http://193.205.194.113/RAISE/TIFF/ra23b4189t.TIF","9/21/2014 9:20","6/21/2013 9:06","21.7 MB","L (4928 x 3264)","06:04.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","38mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r659868b2t","http://193.205.194.113/RAISE/NEF/r659868b2t.NEF","http://193.205.194.113/RAISE/TIFF/r659868b2t.TIF","9/21/2014 9:20","6/21/2013 9:06","22.6 MB","L (4928 x 3264)","06:10.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r7819dd2ct","http://193.205.194.113/RAISE/NEF/r7819dd2ct.NEF","http://193.205.194.113/RAISE/TIFF/r7819dd2ct.TIF","9/21/2014 9:21","6/21/2013 9:06","21.2 MB","L (4928 x 3264)","06:36.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rb29e7807t","http://193.205.194.113/RAISE/NEF/rb29e7807t.NEF","http://193.205.194.113/RAISE/TIFF/rb29e7807t.TIF","9/21/2014 9:21","6/21/2013 9:06","21.5 MB","L (4928 x 3264)","06:38.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/1600s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r70c08a1dt","http://193.205.194.113/RAISE/NEF/r70c08a1dt.NEF","http://193.205.194.113/RAISE/TIFF/r70c08a1dt.TIF","9/21/2014 9:21","6/21/2013 9:18","20.7 MB","L (4928 x 3264)","18:42.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","Manual","Single","ON","OFF","f/8","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"raf71eea0t","http://193.205.194.113/RAISE/NEF/raf71eea0t.NEF","http://193.205.194.113/RAISE/TIFF/raf71eea0t.TIF","9/21/2014 9:21","6/21/2013 9:20","19.5 MB","L (4928 x 3264)","20:00.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","Manual","Single","ON","OFF","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"re02af530t","http://193.205.194.113/RAISE/NEF/re02af530t.NEF","http://193.205.194.113/RAISE/TIFF/re02af530t.TIF","9/21/2014 9:22","6/21/2013 9:20","19.4 MB","L (4928 x 3264)","20:10.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","95mm","AF-A","Dynamic","ON","OFF","f/8","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"re3844b01t","http://193.205.194.113/RAISE/NEF/re3844b01t.NEF","http://193.205.194.113/RAISE/TIFF/re3844b01t.TIF","9/21/2014 9:22","6/21/2013 9:20","19.6 MB","L (4928 x 3264)","20:44.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/8","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"re21a843at","http://193.205.194.113/RAISE/NEF/re21a843at.NEF","http://193.205.194.113/RAISE/TIFF/re21a843at.TIF","9/21/2014 9:22","6/21/2013 9:22","20.3 MB","L (4928 x 3264)","22:34.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r769a8b10t","http://193.205.194.113/RAISE/NEF/r769a8b10t.NEF","http://193.205.194.113/RAISE/TIFF/r769a8b10t.TIF","9/21/2014 9:22","6/21/2013 9:27","18.8 MB","L (4928 x 3264)","27:56.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","Manual","Single","ON","OFF","f/8","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"rce061598t","http://193.205.194.113/RAISE/NEF/rce061598t.NEF","http://193.205.194.113/RAISE/TIFF/rce061598t.TIF","9/21/2014 9:22","6/21/2013 9:41","19.3 MB","L (4928 x 3264)","41:29.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-S","Wide Area","ON","OFF","f/8","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r866766ddt","http://193.205.194.113/RAISE/NEF/r866766ddt.NEF","http://193.205.194.113/RAISE/TIFF/r866766ddt.TIF","9/21/2014 9:22","6/21/2013 9:42","20.5 MB","L (4928 x 3264)","42:49.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
